Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_per_hour,Water_per_kg,HRR,Rel_Intensity
18.0,Female,71.9,1.54,177.0,120.0,73.0,1.17,817.0,Strength,16.8,2.6,3.0,1.0,29.64,698.2905982905984,0.036161335187760775,104.0,0.4519230769230769
27.0,Male,41.0,1.82,171.0,138.0,53.0,1.47,1273.0,Cardio,29.1,2.4,4.0,1.0,12.35,865.9863945578231,0.058536585365853655,118.0,0.7203389830508474
18.0,Female,81.9,1.79,178.0,160.0,60.0,1.24,1172.0,Strength,28.5,1.7,3.0,3.0,12.32,945.1612903225806,0.020757020757020756,118.0,0.847457627118644
18.0,Male,67.7,1.69,192.0,123.0,57.0,1.44,1445.0,Cardio,26.8,3.1,3.0,2.0,21.16,1003.4722222222223,0.04579025110782865,135.0,0.4888888888888889
22.0,Female,99.5,1.79,186.0,122.0,56.0,1.45,1783.0,Cardio,27.6,3.5,2.0,2.0,23.56,1229.6551724137933,0.035175879396984924,130.0,0.5076923076923077
31.0,Female,47.4,1.73,178.0,150.0,57.0,1.64,962.0,Cardio,28.8,2.0,4.0,3.0,20.91,586.5853658536586,0.04219409282700422,121.0,0.768595041322314
18.0,Male,71.1,1.84,189.0,127.0,74.0,0.85,1303.0,Strength,15.2,2.8,2.0,3.0,30.36,1532.9411764705883,0.03938115330520394,115.0,0.4608695652173913
22.0,Male,89.8,1.79,179.0,163.0,59.0,2.0,1098.0,Strength,28.2,1.7,3.0,1.0,12.32,549.0,0.01893095768374165,120.0,0.8666666666666667
28.0,Female,81.7,1.81,177.0,130.0,50.0,1.45,507.0,Cardio,23.2,1.7,3.0,1.0,34.26,349.65517241379314,0.0208078335373317,127.0,0.6299212598425197
40.0,Male,40.4,1.68,171.0,130.0,54.0,2.0,527.0,Strength,27.3,3.3,4.0,3.0,20.47,263.5,0.08168316831683169,117.0,0.6495726495726496
56.0,Male,40.0,1.63,181.0,133.0,50.0,0.89,1674.0,Yoga,23.4,1.5,3.0,2.0,20.75,1880.8988764044943,0.0375,131.0,0.6335877862595419
41.0,Male,40.2,1.76,198.0,135.0,56.0,1.93,964.0,Strength,18.8,3.4,4.0,1.0,19.02,499.4818652849741,0.08457711442786069,142.0,0.5563380281690141
47.0,Male,49.9,1.74,190.0,120.0,65.0,1.97,406.0,HIIT,29.4,1.5,5.0,2.0,16.01,206.09137055837564,0.030060120240480964,125.0,0.44
42.0,Male,41.9,1.84,168.0,154.0,71.0,1.49,1029.0,Strength,30.6,2.6,4.0,2.0,22.97,690.6040268456376,0.06205250596658712,97.0,0.8556701030927835
26.0,Male,40.0,1.72,164.0,169.0,58.0,0.89,1198.0,HIIT,17.0,1.6,5.0,2.0,20.71,1346.067415730337,0.04,106.0,1.0471698113207548
18.0,Male,47.3,1.75,196.0,169.0,56.0,1.32,706.0,Cardio,29.0,1.9,2.0,2.0,30.5,534.8484848484849,0.04016913319238901,140.0,0.8071428571428572
54.0,Male,79.6,1.87,190.0,155.0,53.0,1.37,884.0,Strength,27.7,3.5,2.0,2.0,12.32,645.2554744525547,0.04396984924623116,137.0,0.7445255474452555
19.0,Female,76.6,1.84,188.0,138.0,71.0,1.72,699.0,HIIT,28.3,3.5,4.0,1.0,19.76,406.3953488372093,0.04569190600522194,117.0,0.5726495726495726
32.0,Female,69.5,1.65,192.0,140.0,52.0,1.71,1163.0,Cardio,29.8,3.5,4.0,1.0,15.8,680.1169590643275,0.050359712230215826,140.0,0.6285714285714286
46.0,Female,68.6,1.63,177.0,150.0,58.0,2.0,1074.0,Strength,25.8,3.6,3.0,3.0,19.42,537.0,0.05247813411078718,119.0,0.773109243697479
46.0,Male,73.0,2.0,184.0,123.0,64.0,0.9,1159.0,Cardio,10.0,3.4,5.0,3.0,14.91,1287.7777777777778,0.04657534246575342,120.0,0.49166666666666664
52.0,Female,40.8,1.71,181.0,169.0,73.0,1.44,303.0,Yoga,28.3,1.6,3.0,1.0,18.31,210.41666666666669,0.03921568627450981,108.0,0.8888888888888888
19.0,Male,42.1,1.6,194.0,148.0,73.0,1.27,1305.0,Cardio,12.7,3.3,2.0,2.0,16.65,1027.55905511811,0.07838479809976247,121.0,0.6198347107438017
34.0,Male,40.0,1.82,176.0,141.0,66.0,1.34,1709.0,Cardio,24.1,3.0,4.0,1.0,15.3,1275.3731343283582,0.075,110.0,0.6818181818181818
18.0,Female,67.1,1.71,174.0,165.0,74.0,1.84,577.0,Strength,27.1,2.7,4.0,3.0,24.9,313.5869565217391,0.04023845007451565,100.0,0.91
53.0,Male,67.2,1.68,190.0,138.0,55.0,1.67,924.0,Strength,22.6,1.5,3.0,1.0,13.91,553.2934131736528,0.022321428571428572,135.0,0.6148148148148148
29.0,Male,72.1,2.0,166.0,124.0,67.0,2.0,1582.0,Strength,32.7,3.4,3.0,2.0,21.75,791.0,0.047156726768377254,99.0,0.5757575757575758
49.0,Female,62.0,1.87,195.0,125.0,74.0,1.04,842.0,HIIT,20.0,3.5,3.0,1.0,22.02,809.6153846153846,0.056451612903225805,121.0,0.4214876033057851
52.0,Male,71.3,1.84,197.0,126.0,73.0,1.22,765.0,Cardio,29.2,1.8,2.0,2.0,12.32,627.0491803278688,0.02524544179523142,124.0,0.4274193548387097
28.0,Female,85.6,1.54,168.0,128.0,59.0,1.45,860.0,Yoga,14.9,2.4,4.0,1.0,12.32,593.1034482758621,0.028037383177570093,109.0,0.6330275229357798
21.0,Male,51.9,1.57,170.0,167.0,73.0,1.25,1082.0,Strength,27.5,1.6,3.0,2.0,18.89,865.6,0.03082851637764933,97.0,0.9690721649484536
33.0,Male,92.8,1.59,161.0,150.0,52.0,1.19,1640.0,Cardio,23.8,2.6,3.0,3.0,15.84,1378.1512605042017,0.028017241379310345,109.0,0.8990825688073395
58.0,Female,40.0,1.7,193.0,120.0,52.0,0.99,1178.0,Yoga,21.2,2.5,5.0,1.0,12.32,1189.8989898989898,0.0625,141.0,0.48226950354609927
36.0,Female,44.9,1.79,166.0,120.0,74.0,1.66,811.0,HIIT,16.2,3.3,3.0,1.0,29.4,488.5542168674699,0.07349665924276169,92.0,0.5
33.0,Male,78.6,1.7,161.0,168.0,65.0,2.0,855.0,Cardio,10.0,3.2,2.0,1.0,16.53,427.5,0.04071246819338423,96.0,1.0729166666666667
42.0,Female,54.0,1.69,179.0,169.0,53.0,1.19,458.0,Strength,25.7,3.3,3.0,3.0,14.91,384.87394957983196,0.06111111111111111,126.0,0.9206349206349206
29.0,Male,53.8,1.66,163.0,133.0,64.0,2.0,1187.0,Strength,34.5,1.5,4.0,1.0,23.95,593.5,0.02788104089219331,99.0,0.696969696969697
26.0,Female,91.7,1.58,167.0,120.0,52.0,1.65,1334.0,Cardio,29.2,2.6,2.0,2.0,18.69,808.4848484848485,0.028353326063249727,115.0,0.591304347826087
44.0,Male,63.3,1.88,189.0,150.0,74.0,1.02,1184.0,Strength,16.5,3.5,4.0,1.0,13.03,1160.7843137254902,0.05529225908372828,115.0,0.6608695652173913
42.0,Female,98.1,1.73,165.0,120.0,69.0,1.52,477.0,Yoga,21.7,1.9,2.0,2.0,15.29,313.8157894736842,0.019367991845056064,96.0,0.53125
39.0,Male,129.9,1.81,190.0,140.0,74.0,1.89,1030.0,HIIT,14.9,2.5,2.0,3.0,26.54,544.973544973545,0.01924557351809084,116.0,0.5689655172413793
56.0,Female,40.0,1.85,194.0,158.0,67.0,1.43,1633.0,Yoga,30.6,1.9,4.0,1.0,21.57,1141.958041958042,0.0475,127.0,0.7165354330708661
32.0,Male,87.2,1.5,193.0,152.0,58.0,1.28,1538.0,Cardio,23.2,2.1,3.0,3.0,16.29,1201.5625,0.02408256880733945,135.0,0.6962962962962963
31.0,Male,64.8,1.71,174.0,164.0,57.0,1.64,857.0,HIIT,26.2,2.7,4.0,2.0,23.64,522.5609756097562,0.04166666666666667,117.0,0.9145299145299145
48.0,Male,51.6,1.8,181.0,161.0,68.0,0.82,1487.0,Cardio,22.5,1.9,4.0,2.0,13.29,1813.4146341463415,0.036821705426356585,113.0,0.8230088495575221
21.0,Male,69.4,1.85,177.0,153.0,74.0,1.55,879.0,Strength,10.0,2.4,3.0,2.0,17.58,567.0967741935484,0.034582132564841495,103.0,0.7669902912621359
38.0,Female,77.4,1.54,169.0,149.0,50.0,2.0,867.0,Strength,29.0,3.6,5.0,2.0,13.58,433.5,0.046511627906976744,119.0,0.8319327731092437
58.0,Female,76.3,1.56,190.0,145.0,72.0,2.0,913.0,Strength,24.3,3.3,3.0,3.0,16.67,456.5,0.043250327653997375,118.0,0.6186440677966102
42.0,Female,82.3,1.94,198.0,132.0,57.0,1.46,1050.0,Yoga,10.0,3.2,3.0,2.0,20.23,719.1780821917808,0.03888213851761847,141.0,0.5319148936170213
40.0,Female,95.5,1.84,196.0,144.0,68.0,1.94,1568.0,Yoga,26.7,3.7,3.0,1.0,17.55,808.2474226804123,0.0387434554973822,128.0,0.59375
19.0,Male,60.7,1.7,183.0,128.0,74.0,1.22,817.0,Strength,20.9,2.8,4.0,1.0,35.87,669.672131147541,0.046128500823723224,109.0,0.4954128440366973
34.0,Male,40.0,1.88,188.0,131.0,54.0,1.29,840.0,Cardio,11.9,1.9,3.0,3.0,18.81,651.1627906976744,0.0475,134.0,0.5746268656716418
37.0,Female,63.1,1.84,185.0,158.0,56.0,1.3,1248.0,HIIT,31.9,3.5,3.0,1.0,26.39,960.0,0.0554675118858954,129.0,0.7906976744186046
51.0,Female,55.7,1.5,188.0,143.0,58.0,1.19,1302.0,HIIT,27.7,2.0,3.0,1.0,28.28,1094.1176470588236,0.03590664272890485,130.0,0.6538461538461539
52.0,Male,53.1,1.55,184.0,167.0,50.0,1.95,1205.0,Strength,14.6,3.5,5.0,1.0,12.32,617.948717948718,0.06591337099811675,134.0,0.8731343283582089
52.0,Female,65.8,1.82,168.0,167.0,71.0,1.15,751.0,Strength,17.1,1.5,3.0,1.0,32.86,653.0434782608696,0.022796352583586626,97.0,0.9896907216494846
18.0,Female,65.3,1.72,169.0,136.0,66.0,2.0,945.0,Strength,22.8,3.3,4.0,2.0,26.19,472.5,0.05053598774885146,103.0,0.6796116504854369
35.0,Female,40.4,1.71,176.0,130.0,70.0,1.97,1110.0,HIIT,17.0,3.6,4.0,3.0,29.32,563.4517766497462,0.08910891089108912,106.0,0.5660377358490566
45.0,Male,40.0,1.75,194.0,120.0,50.0,1.67,1296.0,Yoga,28.8,1.9,3.0,3.0,26.88,776.0479041916168,0.0475,144.0,0.4861111111111111
31.0,Male,40.0,2.0,176.0,162.0,69.0,1.45,949.0,Cardio,26.9,3.2,3.0,2.0,30.36,654.4827586206897,0.08,107.0,0.8691588785046729
27.0,Male,40.0,1.68,166.0,128.0,59.0,1.6,1112.0,Yoga,10.0,2.6,4.0,2.0,19.67,695.0,0.065,107.0,0.6448598130841121
27.0,Female,60.1,1.94,184.0,162.0,74.0,2.0,1030.0,Strength,27.2,3.4,3.0,1.0,14.02,515.0,0.056572379367720464,110.0,0.8
18.0,Male,73.0,1.89,172.0,153.0,56.0,1.19,596.0,Cardio,15.6,3.4,5.0,1.0,17.22,500.8403361344538,0.04657534246575342,116.0,0.8362068965517241
35.0,Female,127.6,1.65,174.0,156.0,56.0,1.9,1084.0,HIIT,20.4,3.4,5.0,1.0,15.36,570.5263157894738,0.02664576802507837,118.0,0.847457627118644
49.0,Female,65.3,1.72,171.0,122.0,73.0,1.02,614.0,HIIT,21.6,1.8,4.0,1.0,18.86,601.9607843137255,0.02756508422664625,98.0,0.5
18.0,Female,40.0,1.68,178.0,147.0,71.0,2.0,831.0,HIIT,17.3,3.5,4.0,1.0,24.89,415.5,0.0875,107.0,0.7102803738317757
19.0,Female,43.6,1.7,168.0,126.0,55.0,1.42,685.0,HIIT,23.9,1.5,4.0,3.0,19.35,482.3943661971831,0.034403669724770644,113.0,0.6283185840707964
24.0,Male,54.0,1.71,191.0,169.0,71.0,1.23,730.0,Cardio,29.0,2.7,2.0,2.0,15.39,593.4959349593496,0.05,120.0,0.8166666666666667
44.0,Male,53.1,1.64,160.0,160.0,74.0,1.65,749.0,Cardio,27.0,3.2,3.0,2.0,27.79,453.93939393939394,0.06026365348399247,86.0,1.0
21.0,Female,87.8,1.88,195.0,133.0,74.0,1.95,621.0,HIIT,19.9,3.4,3.0,3.0,20.22,318.46153846153845,0.0387243735763098,121.0,0.48760330578512395
42.0,Male,67.4,1.91,191.0,146.0,52.0,1.26,1030.0,HIIT,26.9,3.7,3.0,3.0,23.62,817.4603174603175,0.05489614243323442,139.0,0.6762589928057554
38.0,Male,82.7,2.0,178.0,138.0,72.0,1.46,1219.0,Yoga,25.8,3.6,4.0,1.0,24.74,834.931506849315,0.04353083434099154,106.0,0.6226415094339622
33.0,Male,84.0,1.7,194.0,156.0,73.0,0.5,580.0,Cardio,20.5,2.5,3.0,3.0,13.38,1160.0,0.02976190476190476,121.0,0.6859504132231405
18.0,Female,58.4,1.87,167.0,168.0,74.0,1.42,1306.0,Cardio,26.9,3.2,2.0,1.0,17.66,919.7183098591549,0.05479452054794521,93.0,1.010752688172043
48.0,Male,63.8,1.79,185.0,135.0,71.0,1.69,1242.0,HIIT,29.7,1.5,4.0,1.0,25.54,734.9112426035504,0.023510971786833857,114.0,0.5614035087719298
45.0,Male,94.6,1.69,178.0,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2.0,2.0,15.15,566.6666666666666,0.019027484143763214,122.0,0.7459016393442623
21.0,Female,40.0,1.58,165.0,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,1.0,12.47,594.2857142857142,0.042499999999999996,96.0,0.6770833333333334
59.0,Female,71.1,1.73,184.0,125.0,66.0,1.07,691.0,Cardio,25.2,2.6,2.0,3.0,34.41,645.7943925233644,0.036568213783403664,118.0,0.5
19.0,Female,116.6,1.72,187.0,126.0,70.0,1.1,779.0,Strength,23.8,2.6,3.0,2.0,16.61,708.1818181818181,0.022298456260720415,117.0,0.47863247863247865
36.0,Female,55.0,1.77,161.0,142.0,74.0,1.04,1564.0,Strength,19.8,3.2,2.0,2.0,21.97,1503.8461538461538,0.05818181818181818,87.0,0.7816091954022989
33.0,Female,76.3,1.88,169.0,161.0,69.0,1.37,1265.0,Cardio,24.2,1.5,4.0,2.0,14.97,923.3576642335765,0.019659239842726082,100.0,0.92
22.0,Female,48.6,1.72,177.0,156.0,70.0,1.39,708.0,Yoga,25.4,3.4,3.0,1.0,20.42,509.35251798561154,0.06995884773662552,107.0,0.8037383177570093
42.0,Male,57.3,1.73,194.0,153.0,65.0,1.97,1132.0,Strength,22.2,3.2,4.0,1.0,19.54,574.6192893401015,0.05584642233856894,129.0,0.6821705426356589
36.0,Female,55.9,1.76,181.0,169.0,74.0,1.91,474.0,Strength,18.2,1.5,5.0,1.0,12.32,248.1675392670157,0.026833631484794278,107.0,0.8878504672897196
41.0,Male,73.2,2.0,179.0,161.0,58.0,1.06,758.0,HIIT,17.6,1.8,2.0,1.0,18.61,715.0943396226414,0.02459016393442623,121.0,0.8512396694214877
23.0,Male,58.7,1.69,189.0,135.0,65.0,1.37,1231.0,Yoga,26.6,3.3,2.0,1.0,23.64,898.5401459854014,0.05621805792163543,124.0,0.5645161290322581
24.0,Female,91.8,1.82,171.0,140.0,52.0,2.0,1065.0,Strength,16.1,2.7,4.0,2.0,24.37,532.5,0.029411764705882356,119.0,0.7394957983193278
42.0,Female,47.7,1.72,183.0,150.0,57.0,1.95,782.0,Yoga,31.4,3.1,3.0,2.0,14.27,401.02564102564105,0.0649895178197065,126.0,0.7380952380952381
55.0,Female,51.9,1.64,171.0,150.0,68.0,1.05,1619.0,Strength,22.8,2.2,5.0,3.0,25.06,1541.904761904762,0.04238921001926783,103.0,0.7961165048543689
36.0,Male,60.1,1.78,186.0,169.0,51.0,1.46,1108.0,Cardio,35.0,2.0,3.0,1.0,16.06,758.9041095890411,0.033277870216306155,135.0,0.8740740740740741
18.0,Female,40.0,1.56,196.0,149.0,56.0,0.79,1027.0,Strength,27.6,1.9,2.0,1.0,12.98,1300.0,0.0475,140.0,0.6642857142857143
23.0,Female,64.7,2.0,184.0,169.0,55.0,1.46,860.0,Strength,32.4,2.5,5.0,2.0,20.45,589.0410958904109,0.03863987635239567,129.0,0.8837209302325582
24.0,Male,73.0,1.61,188.0,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,2.0,12.36,1542.8571428571427,0.049315068493150684,128.0,0.5546875
41.0,Male,90.3,1.76,180.0,146.0,70.0,1.96,1596.0,Cardio,22.6,2.3,4.0,1.0,12.32,814.2857142857143,0.02547065337763012,110.0,0.6909090909090909
48.0,Female,79.1,1.63,168.0,135.0,53.0,1.15,1302.0,Yoga,35.0,3.3,4.0,1.0,27.86,1132.1739130434783,0.041719342604298354,115.0,0.7130434782608696
47.0,Female,82.2,1.72,174.0,126.0,70.0,1.15,1211.0,Yoga,25.0,3.7,2.0,3.0,12.4,1053.0434782608697,0.045012165450121655,104.0,0.5384615384615384
54.0,Male,40.0,1.79,162.0,162.0,54.0,2.0,444.0,Yoga,16.9,2.3,5.0,3.0,22.6,222.0,0.057499999999999996,108.0,1.0
33.0,Female,60.7,1.57,179.0,135.0,69.0,1.24,964.0,HIIT,26.0,2.9,3.0,1.0,15.19,777.4193548387096,0.04777594728171334,110.0,0.6
29.0,Female,48.9,1.7,194.0,145.0,55.0,1.12,487.0,Cardio,33.9,2.2,5.0,2.0,28.96,434.82142857142856,0.044989775051124746,139.0,0.6474820143884892
50.0,Female,76.4,1.54,172.0,133.0,71.0,1.3,1311.0,Strength,25.2,2.1,3.0,1.0,33.64,1008.4615384615385,0.027486910994764396,101.0,0.6138613861386139
49.0,Female,95.6,1.67,164.0,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3.0,2.0,14.67,272.51461988304095,0.01882845188284519,90.0,0.6666666666666666
25.0,Female,85.1,1.98,185.0,148.0,58.0,1.29,785.0,Yoga,22.5,3.5,4.0,1.0,14.37,608.5271317829457,0.041128084606345476,127.0,0.7086614173228346
34.0,Female,72.9,1.71,164.0,122.0,73.0,1.78,432.0,HIIT,27.8,1.5,2.0,2.0,20.67,242.69662921348313,0.0205761316872428,91.0,0.5384615384615384
30.0,Female,42.2,1.63,177.0,134.0,74.0,2.0,685.0,Yoga,26.4,3.7,3.0,2.0,28.27,342.5,0.08767772511848342,103.0,0.5825242718446602
49.0,Male,40.0,1.76,193.0,124.0,72.0,1.3,1196.0,Cardio,11.2,2.2,4.0,2.0,16.86,920.0,0.05500000000000001,121.0,0.4297520661157025
18.0,Male,51.8,1.58,164.0,164.0,51.0,0.84,1110.0,Cardio,25.8,3.5,3.0,3.0,16.04,1321.4285714285716,0.06756756756756757,113.0,1.0
31.0,Male,91.5,1.73,189.0,169.0,58.0,1.51,786.0,Yoga,24.6,3.6,3.0,1.0,19.09,520.5298013245033,0.03934426229508197,131.0,0.8473282442748091
22.0,Male,64.6,2.0,196.0,137.0,73.0,0.85,704.0,HIIT,21.4,2.5,3.0,3.0,22.43,828.2352941176471,0.03869969040247678,123.0,0.5203252032520326
47.0,Male,66.5,1.79,193.0,155.0,51.0,0.69,1656.0,Strength,24.0,2.8,5.0,1.0,16.95,2400.0,0.042105263157894736,142.0,0.7323943661971831
54.0,Male,55.2,1.8,168.0,137.0,55.0,2.0,1472.0,HIIT,27.0,3.1,4.0,2.0,23.47,736.0,0.05615942028985507,113.0,0.7256637168141593
49.0,Female,105.3,1.83,165.0,150.0,70.0,1.53,699.0,Strength,31.4,3.7,3.0,1.0,39.35,456.8627450980392,0.035137701804368475,95.0,0.8421052631578947
18.0,Male,74.1,1.76,170.0,135.0,62.0,1.24,1214.0,Cardio,13.7,2.5,3.0,2.0,13.25,979.0322580645161,0.033738191632928474,108.0,0.6759259259259259
46.0,Female,40.0,1.75,170.0,142.0,63.0,0.96,919.0,Cardio,22.3,2.4,4.0,2.0,12.41,957.2916666666667,0.06,107.0,0.7383177570093458
18.0,Male,91.1,1.76,197.0,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3.0,1.0,14.34,896.0526315789474,0.03732162458836444,138.0,0.7463768115942029
21.0,Female,49.2,1.64,177.0,164.0,53.0,0.58,1114.0,HIIT,23.3,2.9,3.0,1.0,23.08,1920.689655172414,0.058943089430894303,124.0,0.8951612903225806
44.0,Female,87.8,1.77,163.0,157.0,67.0,1.18,1030.0,Yoga,23.7,2.0,4.0,2.0,12.32,872.8813559322034,0.022779043280182234,96.0,0.9375
48.0,Female,40.0,1.77,180.0,127.0,54.0,1.48,1460.0,HIIT,27.2,2.4,5.0,3.0,18.51,986.4864864864865,0.06,126.0,0.5793650793650794
48.0,Female,60.0,1.92,165.0,140.0,72.0,2.0,1751.0,HIIT,11.1,1.5,2.0,2.0,32.68,875.5,0.025,93.0,0.7311827956989247
21.0,Male,56.1,1.54,181.0,168.0,52.0,1.34,1083.0,Strength,33.1,2.5,4.0,2.0,18.76,808.2089552238806,0.044563279857397504,129.0,0.8992248062015504
51.0,Female,46.2,1.73,192.0,169.0,62.0,1.55,1389.0,Cardio,32.8,1.7,3.0,3.0,14.87,896.1290322580645,0.03679653679653679,130.0,0.823076923076923
36.0,Male,68.2,1.91,188.0,131.0,69.0,2.0,1162.0,Strength,33.1,1.5,3.0,3.0,18.69,581.0,0.0219941348973607,119.0,0.5210084033613446
44.0,Male,56.1,1.68,191.0,152.0,69.0,1.8,1223.0,Strength,15.4,2.6,4.0,2.0,17.28,679.4444444444445,0.04634581105169341,122.0,0.680327868852459
24.0,Male,51.7,1.93,182.0,158.0,70.0,1.37,1783.0,Yoga,24.4,2.7,2.0,1.0,16.29,1301.4598540145985,0.05222437137330754,112.0,0.7857142857142857
51.0,Male,65.8,1.62,191.0,169.0,74.0,1.36,1073.0,HIIT,28.2,3.5,2.0,2.0,21.21,788.970588235294,0.05319148936170213,117.0,0.811965811965812
32.0,Female,40.0,1.88,174.0,148.0,50.0,1.94,1436.0,Strength,27.4,2.8,2.0,3.0,12.32,740.2061855670104,0.06999999999999999,124.0,0.7903225806451613
45.0,Male,59.5,1.61,194.0,121.0,55.0,1.3,741.0,Cardio,24.5,2.0,4.0,3.0,21.71,570.0,0.03361344537815126,139.0,0.4748201438848921
58.0,Male,73.5,1.93,175.0,169.0,61.0,1.45,1019.0,HIIT,14.0,2.7,2.0,2.0,14.74,702.7586206896552,0.036734693877551024,114.0,0.9473684210526315
21.0,Male,54.7,1.56,191.0,157.0,55.0,1.13,682.0,Cardio,25.2,1.5,4.0,2.0,18.69,603.5398230088496,0.027422303473491772,136.0,0.75
18.0,Female,52.1,1.73,183.0,135.0,74.0,1.4,1141.0,Cardio,23.9,3.1,3.0,1.0,12.32,815.0,0.05950095969289827,109.0,0.5596330275229358
59.0,Female,60.6,1.92,180.0,168.0,55.0,1.46,1046.0,Strength,24.6,2.0,3.0,3.0,30.51,716.4383561643835,0.033003300330033,125.0,0.904
20.0,Female,104.3,1.79,197.0,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,3.0,16.4,717.6923076923076,0.03068072866730585,125.0,0.688
39.0,Female,65.3,1.61,187.0,141.0,74.0,1.69,1783.0,HIIT,30.3,3.4,3.0,3.0,21.86,1055.0295857988167,0.05206738131699847,113.0,0.5929203539823009
52.0,Male,47.8,1.79,168.0,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5.0,3.0,17.21,752.6315789473684,0.0502092050209205,100.0,0.76
18.0,Female,51.1,1.83,180.0,130.0,57.0,1.05,939.0,Strength,17.0,3.0,3.0,2.0,16.85,894.2857142857142,0.05870841487279843,123.0,0.5934959349593496
34.0,Male,62.5,1.87,185.0,167.0,73.0,0.96,1353.0,Cardio,29.6,2.3,4.0,1.0,31.91,1409.375,0.0368,112.0,0.8392857142857143
59.0,Female,57.4,1.56,190.0,156.0,72.0,1.15,813.0,Cardio,18.5,2.7,3.0,2.0,25.59,706.9565217391305,0.047038327526132406,118.0,0.711864406779661
37.0,Male,108.7,1.55,163.0,122.0,68.0,1.19,1104.0,Strength,26.9,1.6,4.0,2.0,26.23,927.7310924369748,0.014719411223551058,95.0,0.5684210526315789
41.0,Female,40.0,1.6,164.0,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5.0,2.0,15.53,478.2894736842105,0.08499999999999999,91.0,0.7692307692307693
53.0,Female,65.2,1.72,196.0,152.0,50.0,1.87,1073.0,Cardio,24.8,3.7,3.0,1.0,22.39,573.7967914438502,0.05674846625766871,146.0,0.6986301369863014
23.0,Male,90.0,1.58,172.0,164.0,60.0,0.78,682.0,Strength,25.0,3.2,4.0,1.0,12.32,874.3589743589744,0.035555555555555556,112.0,0.9285714285714286
28.0,Female,91.6,1.68,191.0,128.0,59.0,0.68,1783.0,Yoga,19.1,2.6,2.0,2.0,12.48,2622.0588235294117,0.028384279475982536,132.0,0.5227272727272727
48.0,Female,84.1,1.69,187.0,136.0,56.0,1.68,758.0,Strength,22.2,2.3,3.0,3.0,16.11,451.1904761904762,0.027348394768133173,131.0,0.6106870229007634
43.0,Female,57.8,1.57,190.0,142.0,56.0,1.39,698.0,Strength,21.3,1.6,4.0,1.0,20.73,502.158273381295,0.027681660899653984,134.0,0.6417910447761194
55.0,Female,100.0,1.63,183.0,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3.0,2.0,12.32,628.0,0.024,109.0,0.7431192660550459
30.0,Female,61.9,1.55,181.0,150.0,72.0,1.93,1117.0,HIIT,27.1,3.6,3.0,2.0,12.32,578.7564766839379,0.05815831987075929,109.0,0.7155963302752294
19.0,Male,58.6,1.64,187.0,135.0,66.0,1.18,1564.0,Yoga,10.0,3.4,3.0,2.0,21.91,1325.4237288135594,0.058020477815699655,121.0,0.5702479338842975
21.0,Male,80.8,1.8,195.0,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,3.0,21.28,1168.181818181818,0.03341584158415842,131.0,0.5572519083969466
21.0,Female,42.7,1.81,166.0,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,3.0,12.32,735.2112676056338,0.07494145199063232,95.0,0.7157894736842105
29.0,Male,60.9,1.86,191.0,152.0,60.0,1.79,1108.0,Strength,31.5,1.5,4.0,3.0,42.08,618.9944134078212,0.024630541871921183,131.0,0.7022900763358778
40.0,Male,78.8,1.7,176.0,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2.0,1.0,17.55,662.3595505617977,0.024111675126903553,113.0,0.9380530973451328
37.0,Female,85.3,1.69,162.0,136.0,71.0,1.49,859.0,HIIT,22.8,3.4,4.0,2.0,19.95,576.510067114094,0.03985932004689332,91.0,0.7142857142857143
47.0,Female,84.8,1.58,180.0,157.0,54.0,0.83,940.0,Cardio,26.3,1.9,5.0,2.0,17.99,1132.5301204819277,0.02240566037735849,126.0,0.8174603174603174
50.0,Female,72.7,1.74,191.0,146.0,67.0,0.77,1047.0,Cardio,15.5,3.5,3.0,3.0,12.32,1359.7402597402597,0.048143053645116916,124.0,0.6370967741935484
43.0,Male,57.4,1.69,166.0,143.0,66.0,1.14,775.0,Strength,23.7,3.3,3.0,1.0,13.31,679.8245614035088,0.05749128919860627,100.0,0.77
33.0,Male,40.0,1.81,189.0,157.0,71.0,1.32,1298.0,HIIT,20.1,3.4,2.0,3.0,16.68,983.3333333333333,0.08499999999999999,118.0,0.7288135593220338
33.0,Female,129.9,1.56,189.0,138.0,73.0,2.0,993.0,Strength,34.0,2.3,3.0,2.0,24.54,496.5,0.01770592763664357,116.0,0.5603448275862069
